questions,answer,type
a car travels from point a to point b . the average speed of the car is 60 km / hr and it travels the first half of the trip at a speed of 80 km / hr . what is the speed of the car in the second half of the trip ?(Give me the numeric answer only),48,numeric
sonika deposited rs . 8000 which amounted to rs . 11200 after 3 years at simple interest . had the interest been 2 % more . she would get how much ?(Give me the numeric answer only),11680,numeric
the average runs scored by a batsman in 10 matches is 40 . in the next 10 matches the batsman scored an average of 30 runs . find his average in all the 20 matches ?(Give me the numeric answer only),35,numeric
there are 300 giraffes at a large zoo . the number of giraffes is 3 times the number of all the other animals combined . how many more giraffes are there than non giraffes animals at the zoo ?(Give me the numeric answer only),290,numeric
"if n is an integer , f ( n ) = f ( n - 1 ) - n and f ( 4 ) = 15 . what is the value of f ( 6 ) ?(Give me the numeric answer only)",4,numeric
"a salesman ’ s terms were changed from a flat commission of 5 % on all his sales to a fixed salary of rs . 1100 plus 2.5 % commission on all sales exceeding rs . 4,000 . if his remuneration as per new scheme was rs . 600 more than that by the previous schema , his sales were worth ?(Give me the numeric answer only)",14000,numeric
andy solves problems 78 to 125 inclusive in a math exercise . how many problems does he solve ?(Give me the numeric answer only),48,numeric
a ' and ' b ' are positive integers such that their lcm is 20 and their hcf is 1 . what is the addition of the maximum and minimum possible values of ' a + b ' ?(Give me the numeric answer only),30,numeric
"if 2 ^ 2 n + 2 ^ 2 n + 2 ^ 2 n + 2 ^ 2 n = 4 ^ 18 , then n =(Give me the numeric answer only)",17,numeric
"in cliff ’ s impressive rock collection , there are half as many igneous rocks as sedimentary rocks . of the igneous rocks , 3 / 4 are shiny and the rest are matte , while 1 / 5 of the sedimentary rocks are shiny . if there are 30 shiny igneous rocks , how many total rocks does cliff have ?(Give me the numeric answer only)",120,numeric
"two assembly line inspectors , smithy and glen , inspect widgets as they come off the assembly line . if smithy inspects every fifth widget , starting with the fifth , and glen inspects every third , starting with the third , how many of the 98 widgets produced in the first hour of operation are not inspected by either inspector ?(Give me the numeric answer only)",53,numeric
"what is the sum of the numbers between 1 and 12 , inclusive ?(Give me the numeric answer only)",78,numeric
"in a class of 60 children , 30 % children can speak only english , 20 % hindi and english both and the rest of the children can speak only hindi . how many children can speak hindi ?(Give me the numeric answer only)",42,numeric
25 % of a number is more than 20 % of 650 by 190 . find the number ?(Give me the numeric answer only),1280,numeric
a car traveled 35 % of the way from town x to town y at an average speed of 35 mph . the car traveled at an average speed of v mph for the remaining part of the trip . the average speed for the entire trip was 50 mph . what is v in mph ?(Give me the numeric answer only),65,numeric
"hammers and wrenches are manufactured at a uniform weight per hammer and a uniform weight per wrench . if the total weight of two hammers and two wrenches is one - third that of 8 hammers and 5 wrenches , then the total weight of one wrench is how many times that of one hammer ?(Give me the numeric answer only)",2,numeric
"the total circumference of two circles is 49 . if the first circle has a circumference that is exactly twice the circumference of the second circle , then what is the approximate sum of their two radii ?(Give me the numeric answer only)",7.8,numeric
a certain pair of used shoes can be repaired for $ 10.50 and will last for 1 year . a pair of the same kind of shoes can be purchased new for $ 30.00 and will last for 2 years . the average cost per year of the new shoes is what percent greater than the cost of repairing the used shoes ?(Give me the numeric answer only),42.85,numeric
"a cistern can be filled by a tap in 4 hours while it can be emptied by another tap in 6 hours . if both the taps are opened simultaneously , then after how much time will the cistern get filled ?(Give me the numeric answer only)",12.0,numeric
"in a certain town , the ratio of ny yankees fans to ny mets fans is 3 : 2 , and the ratio of ny mets fans to boston red sox fans is 4 : 5 . if there are 330 baseball fans in the town , each of whom is a fan of exactly one of those three teams , how many ny mets fans are there in this town ?(Give me the numeric answer only)",88,numeric
what is the 26 th digit to the right of the decimal point in the decimal form of 6 / 11 ?(Give me the numeric answer only),4,numeric
what is the area of square field whose side of length 13 m ?(Give me the numeric answer only),169,numeric
a can complete a certain job in 9 days . b is 80 % more efficient than a . in how many days can b complete the same job ?(Give me the numeric answer only),5,numeric
"if the horse can run 10 miles / hour , how many days would it take for a horse to run from new york city to washington . d . c . ? ( 240 miles from nyc to d . c . )(Give me the numeric answer only)",1,numeric
solution for 2.12 + . 004 + . 345(Give me the numeric answer only),2.469,numeric
"how many paying stones , each measuring 2 1 / 2 m * 2 m are required to pave a rectangular court yard 30 m long and 16 1 / 2 m board ?(Give me the numeric answer only)",99,numeric
20 liters of a mixture is created by mixing liquid p and liquid q in the ratio 3 : 2 . how many liters of liquid q must be added to make the ratio 4 : 3 ?(Give me the numeric answer only),1,numeric
"a group of men decided to do a work in 12 days , but 6 of them became absent . if the rest of the group did the work in 14 days , find the original number of men ?(Give me the numeric answer only)",42,numeric
"a sells a cricket bat to b at a profit of 20 % . b sells it to c at a profit of 25 % . if c pays $ 234 for it , the cost price of the cricket bat for a is :(Give me the numeric answer only)",156,numeric
"a rectangular plot measuring 90 metres by 50 metres is to be enclosed by wire fencing . if the poles of the fence are kept 5 metres apart , how many poles will be needed ?(Give me the numeric answer only)",56,numeric
"the hiker walking at a constant rate of 6 miles per hour is passed by a motor - cyclist traveling in the same direction along the same path at 30 miles per hour . the motor - cyclist stops to wait for the hiker 12 minutes after passing her , while the hiker continues to walk at her constant rate , how many minutes must the motor - cyclist wait until the hiker catches up ?(Give me the numeric answer only)",48,numeric
"in a certain boys camp , 20 % of the total boys are from school a and 30 % of those study science . if there are 56 boys in the camp that are from school a but do not study science then what is the total number of boys in the camp ?(Give me the numeric answer only)",400,numeric
the number 219 can be written as sum of the squares of 3 different positive integers . what is the sum of these 3 different integers ?(Give me the numeric answer only),21,numeric
in a boat there are 8 men whose average weight is increased by 1 kg when 1 man of 60 kg is replaced by a new man . what is weight of new comer ?(Give me the numeric answer only),68,numeric
the ratio of a and b is 5 : 3 . after 2 years their ratio is 3 : 2 . what is the age of b ?(Give me the numeric answer only),6,numeric
"a train leaves delhi at 7 a . m . at a speed of 30 kmph . another train leaves at 2 p . m . at a speed of 40 kmph on the same day and in the same direction . how far from delhi , will the two trains meet ?(Give me the numeric answer only)",840,numeric
every year an amount increases by 1 / 8 th of itself . how much will it be after two years if its present value is rs . 51200 ?(Give me the numeric answer only),64800,numeric
"set s contains exactly 10 numbers and has an average ( arithmetic mean ) of 6.2 . if one of the numbers in set s is increased by 4 , while all other numbers remain the same , what is the new average of set s ?(Give me the numeric answer only)",6.6,numeric
how many numbers are divisible by 4 between 1 and 100 .(Give me the numeric answer only),24,numeric
"if a person walks at 14 km / hr instead of 10 km / hr , he would have walked 20 km more . what is the actual distance travelled by him ?(Give me the numeric answer only)",50,numeric
"arjun started a business with rs . 40,000 and is joined afterwards by anoop with rs . 80 , 000 . after how many months did anoop join if the profits at the end of the year are divided equally ?(Give me the numeric answer only)",6,numeric
5555 × 9999 = ?(Give me the numeric answer only),55544445,numeric
1397 x 1397 = ?(Give me the numeric answer only),1951609,numeric
"if 5 < x < 11 and y = x + 6 , what is the greatest possible integer value of x + y ?(Give me the numeric answer only)",27,numeric
"a trader mixes 80 kg of tea at 15 per kg with 20 kg of tea at cost price of 20 per kg . in order to earn a profit of 35 % , what should be the sale price of the mixed tea ?(Give me the numeric answer only)",21.6,numeric
"two cars are driving toward each other . the first car is traveling at a speed of 100 km / h , which is 20 % slower than the second car ' s speed . if the distance between the cars is 1125 km , how many hours will it take until the two cars meet ?(Give me the numeric answer only)",5,numeric
a train 140 m long running at 84 kmph crosses a platform in 16 sec . what is the length of the platform ?(Give me the numeric answer only),233,numeric
the unit digit in the product ( 594 * 897 * 929 * 462 ) is :(Give me the numeric answer only),4,numeric
how many times will the digit 8 be written when listing the integers from 1 to 1000 ?(Give me the numeric answer only),300,numeric
a train passes a station platform in 36 sec and a man standing on the platform in 20 sec . if the speed of the train is 63 km / hr . what is the length of the platform ?(Give me the numeric answer only),280,numeric
machine a and machine b are each used to manufacture 330 sprockets . it takes machine a 10 hours longer to produce 330 sprockets than machine b . machine b produces 10 percent more sprockets per hour than machine a . how many sprockets per hour does machine a produces ?(Give me the numeric answer only),3,numeric
"if the ratio of the sum of the first 6 terms of a g . p . to the sum of the first 3 terms of the g . p . is 217 , what is the common ratio of the g . p ?(Give me the numeric answer only)",6,numeric
a 72 gallon solution of salt and water is 10 % salt . how many gallons of water must be added to the solution in order to decrease the salt to 8 % of the volume ?(Give me the numeric answer only),18,numeric
the simple interest on a sum of money will be rs . 600 after 10 years . if the principal is trebled after 5 years what will be the total interest at the end of the tenth year ?(Give me the numeric answer only),1200,numeric
what least number must be subtracted from 427751 so that remaining no . is divisible by 10(Give me the numeric answer only),1,numeric
"a started a business with an investment of rs . 70000 and after 6 months b joined him investing rs . 120000 . if the profit at the end of a year is rs . 52000 , then the share of b is ?(Give me the numeric answer only)",24000,numeric
"a tank can supply water to a village for 20 days . if a leak at the bottom of the tank drains out 10 liters per day , the supply lasts for 15 days only . for how many days will the supply last if the leak drains out 20 liters per day ?(Give me the numeric answer only)",12,numeric
"a certain clock marks every hour by striking a number of times equal to the hour , and the time require for a stroke is exactly equal to the time interval between strokes . at 6 : 00 the time lapse between the beginning of the first stoke and the end of the last stroke is 22 seconds . at 7 : 00 , how many seconds elapse between the beginning of the first stroke and the end of the last stroke ?(Give me the numeric answer only)",26,numeric
"if n is a prime number greater than 5 , what is the remainder when n ^ 2 is divided by 23 ?(Give me the numeric answer only)",3,numeric
the sum of all solutions for x in the equation x ^ 2 – 8 x + 21 = | x – 2 | + 5 is equal to :(Give me the numeric answer only),18,numeric
"the price of commodity x increases by 30 cents every year , while the price of commodity y increases by 20 cents every year . if in 2001 , the price of commodity x was $ 4.20 and the price of commodity y was $ 4.40 , in which year will commodity x cost 40 cents more than the commodity y ?(Give me the numeric answer only)",2007,numeric
what is the remainder when 1034 * 1047 * 1050 * 1053 is divided by 33 ?(Give me the numeric answer only),0,numeric
"39 persons can repair a road in 24 days , working 5 hours a day . in how many days will 30 persons , working 6 hours a day , complete the work ?(Give me the numeric answer only)",26,numeric
1 / 0.04 is equal to(Give me the numeric answer only),25,numeric
"on dividing a number by 56 , we get 27 as remainder . on dividing the same number by 8 , what will be the remainder ?(Give me the numeric answer only)",3,numeric
what sum of money will produce rs . 90 as simple interest in 4 years at 3 1 / 2 percent ?(Give me the numeric answer only),642.9,numeric
"company a imported 10,000 widgets made of either brass or aluminum . the widgets are painted blue , red or green . if 20 percent of the widgets are made of brass and of those 20 percent are painted green and 40 percent are painted red how many brass widgets painted blue were imported ?(Give me the numeric answer only)",800,numeric
"a honey bee flies for 10 seconds , from a daisy to a rose . it immediately continues to a poppy , flying for 6 additional seconds . the distance the bee passed , flying from the daisy to the rose is 6 meters longer than the distance it passed flying from the rose to the poppy . the bee flies to the poppy at 3 meters per second faster than her speed flying to the rose . the bee flies how many meters per second from the daisy to the rose ?(Give me the numeric answer only)",3,numeric
"a rectangular lawn of dimensions 80 m * 40 m has two roads each 10 m wide running in the middle of the lawn , one parallel to the length and the other parallel to the breadth . what is the cost of traveling the two roads at rs . 3 per sq m ?(Give me the numeric answer only)",3300,numeric
"there is enough provisions for 1200 girls in a hostel for 50 days . if there were 600 girls less , how long will the provision last ?(Give me the numeric answer only)",100,numeric
"there are 50 students in a class . if 12 % are absent on a particular day , find the number of students present in the class .(Give me the numeric answer only)",44,numeric
how many gallons of milk that is 10 percent butter - fat must be added to 8 gallons of milk that is 50 percent butterfat to obtain milk that is 20 percent butterfat ?(Give me the numeric answer only),24,numeric
"a certain family has 3 sons : richard is 6 years older than david , and david is 8 years older than scott . if in 8 years , richard will be twice as old as scott , then how old was david 3 years ago ?(Give me the numeric answer only)",11,numeric
"6 years ago , the ratio of the ages of vimal and saroj was 6 : 5 . 4 years hence , the ratio of their ages will be 11 : 10 . what is saroj ' s age at present ?(Give me the numeric answer only)",16,numeric
"a and b undertake to do a piece of work for rs . 600 . a alone can do it in 6 days while b alone can do it in 8 days . with the help of c , they finish it in 3 days . ! find the share of each .(Give me the numeric answer only)",75,numeric
"how many even integers n , such that 20 < = n < = 220 are of the form 3 k + 4 , where k is any natural number ?(Give me the numeric answer only)",34,numeric
"the edges of three metal cubes are 1 cm , 3 cm , and 4 cm respectively . a new cube is made by melting these three cubes together . what is the edge of the new cube ( in centimeters ) ?(Give me the numeric answer only)",4.5,numeric
a cubical block of metal weighs 8 pounds . how much will another cube of the same metal weigh if its sides are twice as long ?(Give me the numeric answer only),64,numeric
"of the final grades received by the students in a certain math course , 1 / 5 are a ' s , 1 / 4 are b ' s , 1 / 2 are c ' s , and the remaining 20 grades are d ' s . what is the number of students in the course ?(Give me the numeric answer only)",400,numeric
how many pieces of 0.85 meteres can be cut from a rod 42.5 meteres long(Give me the numeric answer only),50,numeric
"ratio between rahul and deepak is 5 : 2 , after 6 years rahul age will be 26 years . what is deepak present age .(Give me the numeric answer only)",8,numeric
set a consists of all the prime numbers between 62 and 85 . what is the range of set a ?(Give me the numeric answer only),16,numeric
a candidate got 35 % of the votes and lost to the rival by 1650 votes . how many votes were cast ?(Give me the numeric answer only),5500,numeric
"a certain car traveled twice as many miles from town a to town b as it did from town b to town c . from town a to town b , the car averaged 8 miles per gallon , and from town b to town c , the car averaged 18 miles per gallon . what is the average miles per gallon that the car achieved on its trip from town a through town b to town c ?(Give me the numeric answer only)",15.5,numeric
the total age of a and b is 10 years more than the total age of b and c . c is how many years younger than a . ?(Give me the numeric answer only),10,numeric
"excluding stoppages , the speed of a train is 67 kmph and including stoppages it is 51 kmph . of how many minutes does the train stop per hour ?(Give me the numeric answer only)",14,numeric
the average runs of a cricket player of 8 innings was 24 . how many runs must he make in his next innings so as to increase his average of runs by 8 ?(Give me the numeric answer only),96,numeric
"if jack walked 4 miles in 1 hour and 15 minutes , what was his rate of walking in miles per hour ?(Give me the numeric answer only)",3.2,numeric
"yesterday it took robert 6 hours to drive from city a to city b . today it took robert 4.5 hours to drive back from city в to city a along the same route . if he had saved 30 minutes in both trips , the speed for the round trip would be 90 miles per hour . what is the distance between city a and city b ?(Give me the numeric answer only)",430,numeric
a number consists of 3 digits whose sum is 10 . the middle digit is equal to the sum of the other two and the number will be increased by 99 if its digits are reversed . the number is :(Give me the numeric answer only),253,numeric
50 percent of andrea ' s living room floor is covered by a carpet that is 4 feet by 9 feet . what is the area of her living room floor ?(Give me the numeric answer only),64.8,numeric
"if 213 × 16 = 3408 , then 1.6 × 213.0 is equal to :(Give me the numeric answer only)",340.8,numeric
a train speeds past a pole in 15 seconds and a platform 100 m long in 25 seconds . its length is(Give me the numeric answer only),150,numeric
"the population of a bacteria colony doubles every day . if it was started 3 days ago with 3 bacteria and each bacteria lives for 12 days , how large is the colony today ?(Give me the numeric answer only)",1024,numeric
"the h . c . f of two numbers is 15 and their l . c . m is 3300 . if one of the numbers is 225 , then the other is ?(Give me the numeric answer only)",220,numeric
"{ 5 , 6 , 3 , 8 , 4 } if we want to get the median value of the set to be 10 which value should be inserted in the set of 5 values ?(Give me the numeric answer only)",7,numeric
a positive number when decreased by 4 is equal to 21 times the reciprocal of the number . the number is(Give me the numeric answer only),7,numeric
at what price must an book costing $ 47.50 be marked in order that after deducting 5 % from the list price . it may be sold at a profit of 25 % on the cost price ?(Give me the numeric answer only),62.5,numeric
a car consumes 210 liters of petrol weekly . for how many days will 1470 liters of petrol be sufficient ?(Give me the numeric answer only),49,numeric
how many positive even integers less than 100 contain digits 7 or 9 ?(Give me the numeric answer only),10,numeric
"in a group of 650 readers who read science fiction or literacy works or both , 250 read science fiction and 550 read literacy works . how many read both science fiction and literacy works ?(Give me the numeric answer only)",150,numeric
"the “ length of integer x ” refers to the number of prime factors , not necessarily distinct , that x has . ( if x = 60 , the length of x would be 4 because 60 = 2 × 2 × 3 × 5 . ) what is the greatest possible length of integer z if z < 3000 ?(Give me the numeric answer only)",11,numeric
"a cistern is filled by a tap in 4 1 / 2 hours . due to leak in the bottom of the cistern , it takes half an hour longer to fill the cistern . if the cistern is full how many hours will it take the leak to empty it ?(Give me the numeric answer only)",45,numeric
what is ( 19 ^ 7 + 19 ) / 19 ?(Give me the numeric answer only),47045882,numeric
what is the remainder when 4 ^ 381 is divided by 5 ?(Give me the numeric answer only),4,numeric
the present population of a town is 1000 . population increase rate is 25 % p . a . find the population of town before 1 years ?(Give me the numeric answer only),800,numeric
"for the positive integers x , x + 2 , x + 4 , x + 7 , and x + 17 , the mean is how much greater than the median ?(Give me the numeric answer only)",2,numeric
"10 machines , each working at the same constant rate , together can complete a certain job in 12 days . how many additional machines , each working at the same constant rate , will be needed to complete the job in 8 days ?(Give me the numeric answer only)",5,numeric
how many 4 - digit positive integers are multiple of each integer from 1 to 10(Give me the numeric answer only),2520,numeric
"a water tank is one - fifth full . pipe a can fill a tank in 10 minutes and pipe b can empty it in 6 minutes . if both the pipes are open , how many minutes will it take to empty or fill the tank completely ?(Give me the numeric answer only)",3,numeric
"if 50 % of the 880 students at a certain college are enrolled in biology classes , how many students at the college are not enrolled in a biology class ?(Give me the numeric answer only)",440,numeric
a shopkeeper sells 10 % of his stock at 20 % profit ans sells the remaining at a loss of 5 % . he incurred an overall loss of rs . 400 . find the total worth of the stock ?(Give me the numeric answer only),16000,numeric
"in one hour , a boat goes 13 km along the stream and 9 km against the stream . the speed of the boat in still water ( in km / hr ) is :(Give me the numeric answer only)",11,numeric
"if 5 spiders make 2 webs in 8 days , then how many days are needed for 1 spider to make 1 web ?(Give me the numeric answer only)",20,numeric
"audrey 4 hours to complete a certain job . ferris can do the same job in 3 hours . audrey and ferris decided to collaborate on the job , working at their respective rates . while audrey worked continuously , ferris took 6 breaks of equal length . if the two completed the job together in 2 hours , how many minutes long was each of ferris ’ breaks ?(Give me the numeric answer only)",5,numeric
"a can do a work in 6 days , b can do a work in 8 days and c can do it in 12 days . b left work after 6 days . for how many number of days should a and c should work together to complete the remaining work ?(Give me the numeric answer only)",1,numeric
4 guys buy same cellphones cost them 250 each . two guy have 25 % of for his first cellphone . what is the total cost all of them pay to seller .(Give me the numeric answer only),875,numeric
15 : 5 seconds : : ? : 10 minutes(Give me the numeric answer only),30,numeric
"shreehari has 125 pencils . there are 25 students are studying in his class . he would like to give each student the same amount of pencils , how much should he give to each student ?(Give me the numeric answer only)",5,numeric
what is the value of 3 x ^ 2 − 1.8 x + 0.5 for x = 0.6 ?(Give me the numeric answer only),0.5,numeric
"the consumption of diesel per hour of a bus varies directly as square of its speed . when the bus is travelling at 60 kmph its consumption is 1 litre per hour . if each litre costs $ 60 and other expenses per hous is $ 60 , then what would be the minimum expenditure required to cover a distance of 600 km ?(Give me the numeric answer only)",1200,numeric
there were two candidates in an election . winner candidate received 62 % of votes and won the election by 288 votes . find the number of votes casted to the winning candidate ?(Give me the numeric answer only),744,numeric
"there are 17 teams in the hockey league , and each team faces all the other teams 10 times each . how many games are played in the season ?(Give me the numeric answer only)",1360,numeric
in how many ways can 7 boys be seated in a circular order ?(Give me the numeric answer only),720,numeric
"if n = 8 ^ 9 – 8 , what is the units digit of n ?(Give me the numeric answer only)",0,numeric
"a , b , c subscribe rs . 50,000 for a business . if a subscribes rs . 4000 more than b and b rs . 5000 more than c , out of a total profit of rs . 40,000 , what will be the amount a receives ?(Give me the numeric answer only)",16800,numeric
"30 carrots on a scale weigh 5.94 kg . when 3 carrots are removed from the scale , the average weight of the 27 carrots is 200 grams . what is the average weight ( in grams ) of the 3 carrots which were removed ?(Give me the numeric answer only)",180,numeric
what is the smallest positive integer x such that 120 - x is the cube of a positive integer ?(Give me the numeric answer only),5,numeric
"in a mayoral election , candidate x received 2 / 3 more votes than candidate y , and candidate y received 1 / 3 fewer votes than z . if z received 27,000 votes how many votes did candidate x received ?(Give me the numeric answer only)",30000,numeric
