questions,answer,type
"In 1931, for which movie did Marie Dressler win the Oscar? give the movie name only.",Min and Bill,name
Which movie resulted in Marie Dressler winning the Oscar in 1931? give the movie name only.,Min and Bill,name
"In 1931, which film led to Marie Dressler receiving the Oscar? give the movie name only.",Min and Bill,name
Which movie clinched the Oscar for Marie Dressler in 1931? give the movie name only.,Min and Bill,name
"In 1931, which film awarded Marie Dressler the Oscar? give the movie name only.",Min and Bill,name
Which film bestowed the Oscar upon Marie Dressler in 1931? give the movie name only.,Min and Bill,name
"In 1931, for which movie was Marie Dressler awarded the Oscar? give the movie name only.",Min and Bill,name
Which movie secured Marie Dressler the Oscar in 1931? give the movie name only.,Min and Bill,name
"In 1931, which film granted Marie Dressler the Oscar? give the movie name only.",Min and Bill,name
Which movie resulted in Marie Dressler earning the Oscar in 1931? give the movie name only.,Min and Bill,name
"In 1931, for which film did Marie Dressler win the Oscar? give the movie name only.",Min and Bill,name
Which film led to Marie Dressler receiving the Oscar in 1931? give the movie name only.,Min and Bill,name
Which movie earned Helen Hayes the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, which film secured Helen Hayes the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which film granted Helen Hayes the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, for which movie did Helen Hayes win the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which movie resulted in Helen Hayes winning the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, which film led to Helen Hayes receiving the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which movie clinched the Oscar for Helen Hayes in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, which film awarded Helen Hayes the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which film bestowed the Oscar upon Helen Hayes in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, for which movie was Helen Hayes awarded the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which movie secured Helen Hayes the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, which film granted Helen Hayes the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which movie resulted in Helen Hayes earning the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
"In 1932, for which film did Helen Hayes win the Oscar? give the movie name only.",The Sin of Madelon Claudet,name
Which film led to Helen Hayes receiving the Oscar in 1932? give the movie name only.,The Sin of Madelon Claudet,name
Which movie earned Katharine Hepburn the Oscar in 1933? give the movie name only.,Morning Glory,name
"In 1933, which film secured Katharine Hepburn the Oscar? give the movie name only.",Morning Glory,name
Which film granted Katharine Hepburn the Oscar in 1933? give the movie name only.,Morning Glory,name
"In 1933, for which movie did Katharine Hepburn win the Oscar? give the movie name only.",Morning Glory,name
Which movie resulted in Katharine Hepburn winning the Oscar in 1933? give the movie name only.,Morning Glory,name
"In 1933, which film led to Katharine Hepburn receiving the Oscar? give the movie name only.",Morning Glory,name
Which movie clinched the Oscar for Katharine Hepburn in 1933? give the movie name only.,Morning Glory,name
"In 1933, which film awarded Katharine Hepburn the Oscar? give the movie name only.",Morning Glory,name
Which film bestowed the Oscar upon Katharine Hepburn in 1933? give the movie name only.,Morning Glory,name
"In 1933, for which movie was Katharine Hepburn awarded the Oscar? give the movie name only.",Morning Glory,name
Which movie secured Katharine Hepburn the Oscar in 1933? give the movie name only.,Morning Glory,name
"In 1933, which film granted Katharine Hepburn the Oscar? give the movie name only.",Morning Glory,name
Which movie resulted in Katharine Hepburn earning the Oscar in 1933? give the movie name only.,Morning Glory,name
"In 1933, for which film did Katharine Hepburn win the Oscar? give the movie name only.",Morning Glory,name
Which film led to Katharine Hepburn receiving the Oscar in 1933? give the movie name only.,Morning Glory,name
Which movie earned Claudette Colbert the Oscar in 1934? give the movie name only.,It Happened One Night,name
"In 1934, which film secured Claudette Colbert the Oscar? give the movie name only.",It Happened One Night,name
Which film granted Claudette Colbert the Oscar in 1934? give the movie name only.,It Happened One Night,name
"In 1934, for which movie did Claudette Colbert win the Oscar? give the movie name only.",It Happened One Night,name
Which movie resulted in Claudette Colbert winning the Oscar in 1934? give the movie name only.,It Happened One Night,name
"In 1934, which film led to Claudette Colbert receiving the Oscar? give the movie name only.",It Happened One Night,name
Which movie clinched the Oscar for Claudette Colbert in 1934? give the movie name only.,It Happened One Night,name
"In 1934, which film awarded Claudette Colbert the Oscar? give the movie name only.",It Happened One Night,name
Which film bestowed the Oscar upon Claudette Colbert in 1934? give the movie name only.,It Happened One Night,name
"In 1934, for which movie was Claudette Colbert awarded the Oscar? give the movie name only.",It Happened One Night,name
Which movie secured Claudette Colbert the Oscar in 1934? give the movie name only.,It Happened One Night,name
"In 1934, which film granted Claudette Colbert the Oscar? give the movie name only.",It Happened One Night,name
Which movie resulted in Claudette Colbert earning the Oscar in 1934? give the movie name only.,It Happened One Night,name
"In 1934, for which film did Claudette Colbert win the Oscar? give the movie name only.",It Happened One Night,name
Which film led to Claudette Colbert receiving the Oscar in 1934? give the movie name only.,It Happened One Night,name
Which movie earned Bette Davis the Oscar in 1935? give the movie name only.,Dangerous,name
"In 1935, which film secured Bette Davis the Oscar? give the movie name only.",Dangerous,name
Which film granted Bette Davis the Oscar in 1935? give the movie name only.,Dangerous,name
"In 1935, for which movie did Bette Davis win the Oscar? give the movie name only.",Dangerous,name
Which movie resulted in Bette Davis winning the Oscar in 1935? give the movie name only.,Dangerous,name
"In 1935, which film led to Bette Davis receiving the Oscar? give the movie name only.",Dangerous,name
Which movie clinched the Oscar for Bette Davis in 1935? give the movie name only.,Dangerous,name
"In 1935, which film awarded Bette Davis the Oscar? give the movie name only.",Dangerous,name
Which film bestowed the Oscar upon Bette Davis in 1935? give the movie name only.,Dangerous,name
"In 1935, for which movie was Bette Davis awarded the Oscar? give the movie name only.",Dangerous,name
Which movie secured Bette Davis the Oscar in 1935? give the movie name only.,Dangerous,name
"In 1935, which film granted Bette Davis the Oscar? give the movie name only.",Dangerous,name
Which movie resulted in Bette Davis earning the Oscar in 1935? give the movie name only.,Dangerous,name
"In 1935, for which film did Bette Davis win the Oscar? give the movie name only.",Dangerous,name
Which film led to Bette Davis receiving the Oscar in 1935? give the movie name only.,Dangerous,name
Which movie earned Luise Rainer the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, which film secured Luise Rainer the Oscar? give the movie name only.",The Great Zeigfeld,name
Which film granted Luise Rainer the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, for which movie did Luise Rainer win the Oscar? give the movie name only.",The Great Zeigfeld,name
Which movie resulted in Luise Rainer winning the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, which film led to Luise Rainer receiving the Oscar? give the movie name only.",The Great Zeigfeld,name
Which movie clinched the Oscar for Luise Rainer in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, which film awarded Luise Rainer the Oscar? give the movie name only.",The Great Zeigfeld,name
Which film bestowed the Oscar upon Luise Rainer in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, for which movie was Luise Rainer awarded the Oscar? give the movie name only.",The Great Zeigfeld,name
Which movie secured Luise Rainer the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, which film granted Luise Rainer the Oscar? give the movie name only.",The Great Zeigfeld,name
Which movie resulted in Luise Rainer earning the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
"In 1936, for which film did Luise Rainer win the Oscar? give the movie name only.",The Great Zeigfeld,name
Which film led to Luise Rainer receiving the Oscar in 1936? give the movie name only.,The Great Zeigfeld,name
Which movie earned Luise Rainer the Oscar in 1937? give the movie name only.,The Good Earth,name
"In 1937, which film secured Luise Rainer the Oscar? give the movie name only.",The Good Earth,name
Which film granted Luise Rainer the Oscar in 1937? give the movie name only.,The Good Earth,name
"In 1937, for which movie did Luise Rainer win the Oscar? give the movie name only.",The Good Earth,name
Which movie resulted in Luise Rainer winning the Oscar in 1937? give the movie name only.,The Good Earth,name
"In 1937, which film led to Luise Rainer receiving the Oscar? give the movie name only.",The Good Earth,name
Which movie clinched the Oscar for Luise Rainer in 1937? give the movie name only.,The Good Earth,name
"In 1937, which film awarded Luise Rainer the Oscar? give the movie name only.",The Good Earth,name
Which film bestowed the Oscar upon Luise Rainer in 1937? give the movie name only.,The Good Earth,name
"In 1937, for which movie was Luise Rainer awarded the Oscar? give the movie name only.",The Good Earth,name
Which movie secured Luise Rainer the Oscar in 1937? give the movie name only.,The Good Earth,name
"In 1937, which film granted Luise Rainer the Oscar? give the movie name only.",The Good Earth,name
Which movie resulted in Luise Rainer earning the Oscar in 1937? give the movie name only.,The Good Earth,name
"In 1937, for which film did Luise Rainer win the Oscar? give the movie name only.",The Good Earth,name
Which film led to Luise Rainer receiving the Oscar in 1937? give the movie name only.,The Good Earth,name
Which movie earned Bette Davis the Oscar in 1938? give the movie name only.,Jezebel,name
"In 1938, which film secured Bette Davis the Oscar? give the movie name only.",Jezebel,name
Which film granted Bette Davis the Oscar in 1938? give the movie name only.,Jezebel,name
"In 1938, for which movie did Bette Davis win the Oscar? give the movie name only.",Jezebel,name
Which movie resulted in Bette Davis winning the Oscar in 1938? give the movie name only.,Jezebel,name
"In 1938, which film led to Bette Davis receiving the Oscar? give the movie name only.",Jezebel,name
Which movie clinched the Oscar for Bette Davis in 1938? give the movie name only.,Jezebel,name
"In 1938, which film awarded Bette Davis the Oscar? give the movie name only.",Jezebel,name
Which film bestowed the Oscar upon Bette Davis in 1938? give the movie name only.,Jezebel,name
"In 1938, for which movie was Bette Davis awarded the Oscar? give the movie name only.",Jezebel,name
Which movie secured Bette Davis the Oscar in 1938? give the movie name only.,Jezebel,name
"In 1938, which film granted Bette Davis the Oscar? give the movie name only.",Jezebel,name
Which movie resulted in Bette Davis earning the Oscar in 1938? give the movie name only.,Jezebel,name
"In 1938, for which film did Bette Davis win the Oscar? give the movie name only.",Jezebel,name
Which film led to Bette Davis receiving the Oscar in 1938? give the movie name only.,Jezebel,name
Which movie earned Vivien Leigh the Oscar in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, which film secured Vivien Leigh the Oscar? give the movie name only.",Gone With the Wind,name
Which film granted Vivien Leigh the Oscar in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, for which movie did Vivien Leigh win the Oscar? give the movie name only.",Gone With the Wind,name
Which movie resulted in Vivien Leigh winning the Oscar in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, which film led to Vivien Leigh receiving the Oscar? give the movie name only.",Gone With the Wind,name
Which movie clinched the Oscar for Vivien Leigh in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, which film awarded Vivien Leigh the Oscar? give the movie name only.",Gone With the Wind,name
Which film bestowed the Oscar upon Vivien Leigh in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, for which movie was Vivien Leigh awarded the Oscar? give the movie name only.",Gone With the Wind,name
Which movie secured Vivien Leigh the Oscar in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, which film granted Vivien Leigh the Oscar? give the movie name only.",Gone With the Wind,name
Which movie resulted in Vivien Leigh earning the Oscar in 1939? give the movie name only.,Gone With the Wind,name
"In 1939, for which film did Vivien Leigh win the Oscar? give the movie name only.",Gone With the Wind,name
Which film led to Vivien Leigh receiving the Oscar in 1939? give the movie name only.,Gone With the Wind,name
Which movie earned Ginger Rogers the Oscar in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, which film secured Ginger Rogers the Oscar? give the movie name only.",Kitty Foyle,name
Which film granted Ginger Rogers the Oscar in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, for which movie did Ginger Rogers win the Oscar? give the movie name only.",Kitty Foyle,name
Which movie resulted in Ginger Rogers winning the Oscar in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, which film led to Ginger Rogers receiving the Oscar? give the movie name only.",Kitty Foyle,name
Which movie clinched the Oscar for Ginger Rogers in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, which film awarded Ginger Rogers the Oscar? give the movie name only.",Kitty Foyle,name
Which film bestowed the Oscar upon Ginger Rogers in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, for which movie was Ginger Rogers awarded the Oscar? give the movie name only.",Kitty Foyle,name
Which movie secured Ginger Rogers the Oscar in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, which film granted Ginger Rogers the Oscar? give the movie name only.",Kitty Foyle,name
Which movie resulted in Ginger Rogers earning the Oscar in 1940? give the movie name only.,Kitty Foyle,name
"In 1940, for which film did Ginger Rogers win the Oscar? give the movie name only.",Kitty Foyle,name
Which film led to Ginger Rogers receiving the Oscar in 1940? give the movie name only.,Kitty Foyle,name
Which movie earned Joan Fontaine the Oscar in 1941? give the movie name only.,Suspicion,name
"In 1941, which film secured Joan Fontaine the Oscar? give the movie name only.",Suspicion,name
Which film granted Joan Fontaine the Oscar in 1941? give the movie name only.,Suspicion,name
"In 1941, for which movie did Joan Fontaine win the Oscar? give the movie name only.",Suspicion,name
Which movie resulted in Joan Fontaine winning the Oscar in 1941? give the movie name only.,Suspicion,name
"In 1941, which film led to Joan Fontaine receiving the Oscar? give the movie name only.",Suspicion,name
Which movie clinched the Oscar for Joan Fontaine in 1941? give the movie name only.,Suspicion,name
"In 1941, which film awarded Joan Fontaine the Oscar? give the movie name only.",Suspicion,name
Which film bestowed the Oscar upon Joan Fontaine in 1941? give the movie name only.,Suspicion,name
"In 1941, for which movie was Joan Fontaine awarded the Oscar? give the movie name only.",Suspicion,name
Which movie secured Joan Fontaine the Oscar in 1941? give the movie name only.,Suspicion,name
"In 1941, which film granted Joan Fontaine the Oscar? give the movie name only.",Suspicion,name
Which movie resulted in Joan Fontaine earning the Oscar in 1941? give the movie name only.,Suspicion,name
"In 1941, for which film did Joan Fontaine win the Oscar? give the movie name only.",Suspicion,name
Which film led to Joan Fontaine receiving the Oscar in 1941? give the movie name only.,Suspicion,name
Which movie earned Greer Garson the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, which film secured Greer Garson the Oscar? give the movie name only.",Mrs. Miniver,name
Which film granted Greer Garson the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, for which movie did Greer Garson win the Oscar? give the movie name only.",Mrs. Miniver,name
Which movie resulted in Greer Garson winning the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, which film led to Greer Garson receiving the Oscar? give the movie name only.",Mrs. Miniver,name
Which movie clinched the Oscar for Greer Garson in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, which film awarded Greer Garson the Oscar? give the movie name only.",Mrs. Miniver,name
Which film bestowed the Oscar upon Greer Garson in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, for which movie was Greer Garson awarded the Oscar? give the movie name only.",Mrs. Miniver,name
Which movie secured Greer Garson the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, which film granted Greer Garson the Oscar? give the movie name only.",Mrs. Miniver,name
Which movie resulted in Greer Garson earning the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
"In 1942, for which film did Greer Garson win the Oscar? give the movie name only.",Mrs. Miniver,name
Which film led to Greer Garson receiving the Oscar in 1942? give the movie name only.,Mrs. Miniver,name
Which movie earned Jennifer Jones the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, which film secured Jennifer Jones the Oscar? give the movie name only.",The Song of Bernadette,name
Which film granted Jennifer Jones the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, for which movie did Jennifer Jones win the Oscar? give the movie name only.",The Song of Bernadette,name
Which movie resulted in Jennifer Jones winning the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, which film led to Jennifer Jones receiving the Oscar? give the movie name only.",The Song of Bernadette,name
Which movie clinched the Oscar for Jennifer Jones in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, which film awarded Jennifer Jones the Oscar? give the movie name only.",The Song of Bernadette,name
Which film bestowed the Oscar upon Jennifer Jones in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, for which movie was Jennifer Jones awarded the Oscar? give the movie name only.",The Song of Bernadette,name
Which movie secured Jennifer Jones the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, which film granted Jennifer Jones the Oscar? give the movie name only.",The Song of Bernadette,name
Which movie resulted in Jennifer Jones earning the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
"In 1943, for which film did Jennifer Jones win the Oscar? give the movie name only.",The Song of Bernadette,name
Which film led to Jennifer Jones receiving the Oscar in 1943? give the movie name only.,The Song of Bernadette,name
Which movie earned Ingrid Bergman the Oscar in 1944? give the movie name only.,Gaslight,name
"In 1944, which film secured Ingrid Bergman the Oscar? give the movie name only.",Gaslight,name
Which film granted Ingrid Bergman the Oscar in 1944? give the movie name only.,Gaslight,name
"In 1944, for which movie did Ingrid Bergman win the Oscar? give the movie name only.",Gaslight,name
Which movie resulted in Ingrid Bergman winning the Oscar in 1944? give the movie name only.,Gaslight,name
"In 1944, which film led to Ingrid Bergman receiving the Oscar? give the movie name only.",Gaslight,name
Which movie clinched the Oscar for Ingrid Bergman in 1944? give the movie name only.,Gaslight,name
"In 1944, which film awarded Ingrid Bergman the Oscar? give the movie name only.",Gaslight,name
Which film bestowed the Oscar upon Ingrid Bergman in 1944? give the movie name only.,Gaslight,name
"In 1944, for which movie was Ingrid Bergman awarded the Oscar? give the movie name only.",Gaslight,name
Which movie secured Ingrid Bergman the Oscar in 1944? give the movie name only.,Gaslight,name
"In 1944, which film granted Ingrid Bergman the Oscar? give the movie name only.",Gaslight,name
Which movie resulted in Ingrid Bergman earning the Oscar in 1944? give the movie name only.,Gaslight,name
"In 1944, for which film did Ingrid Bergman win the Oscar? give the movie name only.",Gaslight,name
Which film led to Ingrid Bergman receiving the Oscar in 1944? give the movie name only.,Gaslight,name
Which movie earned Joan Crawford the Oscar in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, which film secured Joan Crawford the Oscar? give the movie name only.",Mildred Pierce,name
Which film granted Joan Crawford the Oscar in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, for which movie did Joan Crawford win the Oscar? give the movie name only.",Mildred Pierce,name
Which movie resulted in Joan Crawford winning the Oscar in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, which film led to Joan Crawford receiving the Oscar? give the movie name only.",Mildred Pierce,name
Which movie clinched the Oscar for Joan Crawford in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, which film awarded Joan Crawford the Oscar? give the movie name only.",Mildred Pierce,name
Which film bestowed the Oscar upon Joan Crawford in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, for which movie was Joan Crawford awarded the Oscar? give the movie name only.",Mildred Pierce,name
Which movie secured Joan Crawford the Oscar in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, which film granted Joan Crawford the Oscar? give the movie name only.",Mildred Pierce,name
Which movie resulted in Joan Crawford earning the Oscar in 1945? give the movie name only.,Mildred Pierce,name
"In 1945, for which film did Joan Crawford win the Oscar? give the movie name only.",Mildred Pierce,name
Which film led to Joan Crawford receiving the Oscar in 1945? give the movie name only.,Mildred Pierce,name
Which movie earned Olivia de Havilland the Oscar in 1946? give the movie name only.,To Each His Own,name
"In 1946, which film secured Olivia de Havilland the Oscar? give the movie name only.",To Each His Own,name
Which film granted Olivia de Havilland the Oscar in 1946? give the movie name only.,To Each His Own,name
"In 1946, for which movie did Olivia de Havilland win the Oscar? give the movie name only.",To Each His Own,name
Which movie resulted in Olivia de Havilland winning the Oscar in 1946? give the movie name only.,To Each His Own,name
"In 1946, which film led to Olivia de Havilland receiving the Oscar? give the movie name only.",To Each His Own,name
Which movie clinched the Oscar for Olivia de Havilland in 1946? give the movie name only.,To Each His Own,name
"In 1946, which film awarded Olivia de Havilland the Oscar? give the movie name only.",To Each His Own,name
Which film bestowed the Oscar upon Olivia de Havilland in 1946? give the movie name only.,To Each His Own,name
"In 1946, for which movie was Olivia de Havilland awarded the Oscar? give the movie name only.",To Each His Own,name
Which movie secured Olivia de Havilland the Oscar in 1946? give the movie name only.,To Each His Own,name
"In 1946, which film granted Olivia de Havilland the Oscar? give the movie name only.",To Each His Own,name
Which movie resulted in Olivia de Havilland earning the Oscar in 1946? give the movie name only.,To Each His Own,name
"In 1946, for which film did Olivia de Havilland win the Oscar? give the movie name only.",To Each His Own,name
Which film led to Olivia de Havilland receiving the Oscar in 1946? give the movie name only.,To Each His Own,name
Which movie earned Loretta Young the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, which film secured Loretta Young the Oscar? give the movie name only.",The Farmer's Daughter,name
Which film granted Loretta Young the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, for which movie did Loretta Young win the Oscar? give the movie name only.",The Farmer's Daughter,name
Which movie resulted in Loretta Young winning the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, which film led to Loretta Young receiving the Oscar? give the movie name only.",The Farmer's Daughter,name
Which movie clinched the Oscar for Loretta Young in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, which film awarded Loretta Young the Oscar? give the movie name only.",The Farmer's Daughter,name
Which film bestowed the Oscar upon Loretta Young in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, for which movie was Loretta Young awarded the Oscar? give the movie name only.",The Farmer's Daughter,name
Which movie secured Loretta Young the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, which film granted Loretta Young the Oscar? give the movie name only.",The Farmer's Daughter,name
Which movie resulted in Loretta Young earning the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
"In 1947, for which film did Loretta Young win the Oscar? give the movie name only.",The Farmer's Daughter,name
Which film led to Loretta Young receiving the Oscar in 1947? give the movie name only.,The Farmer's Daughter,name
Which movie earned Jane Wyman the Oscar in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, which film secured Jane Wyman the Oscar? give the movie name only.",Johnny Belinda,name
Which film granted Jane Wyman the Oscar in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, for which movie did Jane Wyman win the Oscar? give the movie name only.",Johnny Belinda,name
Which movie resulted in Jane Wyman winning the Oscar in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, which film led to Jane Wyman receiving the Oscar? give the movie name only.",Johnny Belinda,name
Which movie clinched the Oscar for Jane Wyman in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, which film awarded Jane Wyman the Oscar? give the movie name only.",Johnny Belinda,name
Which film bestowed the Oscar upon Jane Wyman in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, for which movie was Jane Wyman awarded the Oscar? give the movie name only.",Johnny Belinda,name
Which movie secured Jane Wyman the Oscar in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, which film granted Jane Wyman the Oscar? give the movie name only.",Johnny Belinda,name
Which movie resulted in Jane Wyman earning the Oscar in 1948? give the movie name only.,Johnny Belinda,name
"In 1948, for which film did Jane Wyman win the Oscar? give the movie name only.",Johnny Belinda,name
Which film led to Jane Wyman receiving the Oscar in 1948? give the movie name only.,Johnny Belinda,name
Which movie earned Olivia de Havilland the Oscar in 1949? give the movie name only.,The Heiress,name
"In 1949, which film secured Olivia de Havilland the Oscar? give the movie name only.",The Heiress,name
Which film granted Olivia de Havilland the Oscar in 1949? give the movie name only.,The Heiress,name
"In 1949, for which movie did Olivia de Havilland win the Oscar? give the movie name only.",The Heiress,name
Which movie resulted in Olivia de Havilland winning the Oscar in 1949? give the movie name only.,The Heiress,name
"In 1949, which film led to Olivia de Havilland receiving the Oscar? give the movie name only.",The Heiress,name
Which movie clinched the Oscar for Olivia de Havilland in 1949? give the movie name only.,The Heiress,name
"In 1949, which film awarded Olivia de Havilland the Oscar? give the movie name only.",The Heiress,name
