questions,answer,type
"Which individual received the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who emerged as the winner of the Nobel Prize in Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who claimed the Nobel Prize for Medicine in the year 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"In 1901, who was the recipient of the Nobel Prize in Medicine? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who attained the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was the laureate of the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who achieved the Nobel Prize in Medicine for the year 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who secured the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who garnered the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was honored with the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was the Nobel Prize recipient for Medicine in the year 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who won the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was granted the Nobel Prize for Medicine in 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was bestowed with the Nobel Prize for Medicine in the year 1901? [first name + last name only] if multiple person, give one name only.",Emil von Behring,name
"Who was awarded the Nobel Prize in Literature for the year 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Which individual received the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who emerged as the winner of the Nobel Prize in Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who claimed the Nobel Prize for Literature in the year 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"In 1901, who was the recipient of the Nobel Prize in Literature? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who attained the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was the laureate of the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who achieved the Nobel Prize in Literature for the year 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who secured the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who garnered the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was honored with the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was the Nobel Prize recipient for Literature in the year 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who won the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was granted the Nobel Prize for Literature in 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was bestowed with the Nobel Prize for Literature in the year 1901? [first name + last name only] if multiple person, give one name only.",Sully Prudhomme,name
"Who was awarded the Nobel Prize in Peace for the year 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Which individual received the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who emerged as the winner of the Nobel Prize in Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who claimed the Nobel Prize for Peace in the year 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"In 1901, who was the recipient of the Nobel Prize in Peace? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who attained the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was the laureate of the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who achieved the Nobel Prize in Peace for the year 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who secured the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who garnered the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was honored with the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was the Nobel Prize recipient for Peace in the year 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who won the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was granted the Nobel Prize for Peace in 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was bestowed with the Nobel Prize for Peace in the year 1901? [first name + last name only] if multiple person, give one name only.",Henry Dunant;Frédéric Passy,name
"Who was awarded the Nobel Prize in Economics for the year 1901? [first name + last name only] if multiple person, give one name only.",,name
"Which individual received the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who emerged as the winner of the Nobel Prize in Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who claimed the Nobel Prize for Economics in the year 1901? [first name + last name only] if multiple person, give one name only.",,name
"In 1901, who was the recipient of the Nobel Prize in Economics? [first name + last name only] if multiple person, give one name only.",,name
"Who attained the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was the laureate of the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who achieved the Nobel Prize in Economics for the year 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who secured the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who garnered the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was honored with the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was the Nobel Prize recipient for Economics in the year 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who won the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was granted the Nobel Prize for Economics in 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was bestowed with the Nobel Prize for Economics in the year 1901? [first name + last name only] if multiple person, give one name only.",,name
"Who was awarded the Nobel Prize in Physics for the year 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Which individual received the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who emerged as the winner of the Nobel Prize in Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who claimed the Nobel Prize for Physics in the year 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"In 1902, who was the recipient of the Nobel Prize in Physics? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who attained the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was the laureate of the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who achieved the Nobel Prize in Physics for the year 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who secured the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who garnered the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was honored with the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was the Nobel Prize recipient for Physics in the year 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who won the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was granted the Nobel Prize for Physics in 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was bestowed with the Nobel Prize for Physics in the year 1902? [first name + last name only] if multiple person, give one name only.",Hendrik Lorentz;Pieter Zeeman,name
"Who was awarded the Nobel Prize in Chemistry for the year 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Which individual received the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who emerged as the winner of the Nobel Prize in Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who claimed the Nobel Prize for Chemistry in the year 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"In 1902, who was the recipient of the Nobel Prize in Chemistry? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who attained the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was the laureate of the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who achieved the Nobel Prize in Chemistry for the year 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who secured the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who garnered the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was honored with the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was the Nobel Prize recipient for Chemistry in the year 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who won the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was granted the Nobel Prize for Chemistry in 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was bestowed with the Nobel Prize for Chemistry in the year 1902? [first name + last name only] if multiple person, give one name only.",Emil Fischer,name
"Who was awarded the Nobel Prize in Medicine for the year 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Which individual received the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who emerged as the winner of the Nobel Prize in Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who claimed the Nobel Prize for Medicine in the year 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"In 1902, who was the recipient of the Nobel Prize in Medicine? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who attained the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was the laureate of the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who achieved the Nobel Prize in Medicine for the year 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who secured the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who garnered the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was honored with the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was the Nobel Prize recipient for Medicine in the year 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who won the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was granted the Nobel Prize for Medicine in 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was bestowed with the Nobel Prize for Medicine in the year 1902? [first name + last name only] if multiple person, give one name only.",Ronald Ross,name
"Who was awarded the Nobel Prize in Literature for the year 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Which individual received the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who emerged as the winner of the Nobel Prize in Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who claimed the Nobel Prize for Literature in the year 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"In 1902, who was the recipient of the Nobel Prize in Literature? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who attained the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was the laureate of the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who achieved the Nobel Prize in Literature for the year 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who secured the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who garnered the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was honored with the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was the Nobel Prize recipient for Literature in the year 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who won the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was granted the Nobel Prize for Literature in 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was bestowed with the Nobel Prize for Literature in the year 1902? [first name + last name only] if multiple person, give one name only.",Theodor Mommsen,name
"Who was awarded the Nobel Prize in Peace for the year 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Which individual received the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who emerged as the winner of the Nobel Prize in Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who claimed the Nobel Prize for Peace in the year 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"In 1902, who was the recipient of the Nobel Prize in Peace? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who attained the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was the laureate of the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who achieved the Nobel Prize in Peace for the year 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who secured the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who garnered the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was honored with the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was the Nobel Prize recipient for Peace in the year 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who won the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was granted the Nobel Prize for Peace in 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was bestowed with the Nobel Prize for Peace in the year 1902? [first name + last name only] if multiple person, give one name only.",Élie Ducommun;Charles Albert Gobat,name
"Who was awarded the Nobel Prize in Economics for the year 1902? [first name + last name only] if multiple person, give one name only.",,name
"Which individual received the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who emerged as the winner of the Nobel Prize in Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who claimed the Nobel Prize for Economics in the year 1902? [first name + last name only] if multiple person, give one name only.",,name
"In 1902, who was the recipient of the Nobel Prize in Economics? [first name + last name only] if multiple person, give one name only.",,name
"Who attained the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was the laureate of the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who achieved the Nobel Prize in Economics for the year 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who secured the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who garnered the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was honored with the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was the Nobel Prize recipient for Economics in the year 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who won the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was granted the Nobel Prize for Economics in 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was bestowed with the Nobel Prize for Economics in the year 1902? [first name + last name only] if multiple person, give one name only.",,name
"Who was awarded the Nobel Prize in Physics for the year 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Which individual received the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who emerged as the winner of the Nobel Prize in Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who claimed the Nobel Prize for Physics in the year 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"In 1903, who was the recipient of the Nobel Prize in Physics? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who attained the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was the laureate of the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who achieved the Nobel Prize in Physics for the year 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who secured the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who garnered the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was honored with the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was the Nobel Prize recipient for Physics in the year 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who won the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was granted the Nobel Prize for Physics in 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was bestowed with the Nobel Prize for Physics in the year 1903? [first name + last name only] if multiple person, give one name only.",Henri Becquerel;Pierre Curie;Marie Curie,name
"Who was awarded the Nobel Prize in Chemistry for the year 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Which individual received the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who emerged as the winner of the Nobel Prize in Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who claimed the Nobel Prize for Chemistry in the year 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"In 1903, who was the recipient of the Nobel Prize in Chemistry? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who attained the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was the laureate of the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who achieved the Nobel Prize in Chemistry for the year 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who secured the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who garnered the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was honored with the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was the Nobel Prize recipient for Chemistry in the year 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who won the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was granted the Nobel Prize for Chemistry in 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was bestowed with the Nobel Prize for Chemistry in the year 1903? [first name + last name only] if multiple person, give one name only.",Svante Arrhenius,name
"Who was awarded the Nobel Prize in Medicine for the year 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Which individual received the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who emerged as the winner of the Nobel Prize in Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who claimed the Nobel Prize for Medicine in the year 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"In 1903, who was the recipient of the Nobel Prize in Medicine? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who attained the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was the laureate of the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who achieved the Nobel Prize in Medicine for the year 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who secured the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who garnered the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was honored with the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was the Nobel Prize recipient for Medicine in the year 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who won the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was granted the Nobel Prize for Medicine in 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was bestowed with the Nobel Prize for Medicine in the year 1903? [first name + last name only] if multiple person, give one name only.",Niels Ryberg Finsen,name
"Who was awarded the Nobel Prize in Literature for the year 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Which individual received the Nobel Prize for Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who emerged as the winner of the Nobel Prize in Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who claimed the Nobel Prize for Literature in the year 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"In 1903, who was the recipient of the Nobel Prize in Literature? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who attained the Nobel Prize for Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who was the laureate of the Nobel Prize for Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who achieved the Nobel Prize in Literature for the year 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who secured the Nobel Prize for Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
"Who garnered the Nobel Prize for Literature in 1903? [first name + last name only] if multiple person, give one name only.",Bjørnstjerne Bjørnson,name
