questions,answer,type
How did UCL fare in the QS rankings for 2022?,  8,rank
What was UCL's QS rank in 2022?,  8,rank
"In 2022, what position did UCL secure in the QS rankings?",  8,rank
What was UCL's standing in the QS rankings for 2022?,  8,rank
"In 2022, what was the QS ranking of UCL?",  8,rank
Where did UCL place in the QS rankings for 2022?,  8,rank
What QS ranking did UCL achieve in 2022?,  8,rank
QS ranking of UCL in 2022?,  8,rank
What position did UCL attain in the QS rankings for 2022?,  8,rank
What was UCL's QS rating for 2022?,  8,rank
Give the specific QS rank of UCL in 2022,  8,rank
what place did UCL achieved in 2022 QS ranking?,  8,rank
What was the position of University of Chicago in the QS rankings for 2022?,  10  ,rank
"In 2022, where did University of Chicago stand in the QS ranking?",  10  ,rank
What was the QS ranking of University of Chicago for 2022?,  10  ,rank
How did University of Chicago fare in the QS rankings for 2022?,  10  ,rank
What was University of Chicago's QS rank in 2022?,  10  ,rank
"In 2022, what position did University of Chicago secure in the QS rankings?",  10  ,rank
What was University of Chicago's standing in the QS rankings for 2022?,  10  ,rank
"In 2022, what was the QS ranking of University of Chicago?",  10  ,rank
Where did University of Chicago place in the QS rankings for 2022?,  10  ,rank
What QS ranking did University of Chicago achieve in 2022?,  10  ,rank
QS ranking of University of Chicago in 2022?,  10  ,rank
What position did University of Chicago attain in the QS rankings for 2022?,  10  ,rank
What was University of Chicago's QS rating for 2022?,  10  ,rank
Give the specific QS rank of University of Chicago in 2022,  10  ,rank
what place did University of Chicago achieved in 2022 QS ranking?,  10  ,rank
What was the position of National University of Singapore (NUS) in the QS rankings for 2022?,  11  ,rank
"In 2022, where did National University of Singapore (NUS) stand in the QS ranking?",  11  ,rank
What was the QS ranking of National University of Singapore (NUS) for 2022?,  11  ,rank
How did National University of Singapore (NUS) fare in the QS rankings for 2022?,  11  ,rank
What was National University of Singapore (NUS)'s QS rank in 2022?,  11  ,rank
"In 2022, what position did National University of Singapore (NUS) secure in the QS rankings?",  11  ,rank
What was National University of Singapore (NUS)'s standing in the QS rankings for 2022?,  11  ,rank
"In 2022, what was the QS ranking of National University of Singapore (NUS)?",  11  ,rank
Where did National University of Singapore (NUS) place in the QS rankings for 2022?,  11  ,rank
What QS ranking did National University of Singapore (NUS) achieve in 2022?,  11  ,rank
QS ranking of National University of Singapore (NUS) in 2022?,  11  ,rank
What position did National University of Singapore (NUS) attain in the QS rankings for 2022?,  11  ,rank
What was National University of Singapore (NUS)'s QS rating for 2022?,  11  ,rank
Give the specific QS rank of National University of Singapore (NUS) in 2022,  11  ,rank
what place did National University of Singapore (NUS) achieved in 2022 QS ranking?,  11  ,rank
"What was the position of Nanyang Technological University, Singapore (NTU) in the QS rankings for 2022?",  12  ,rank
"In 2022, where did Nanyang Technological University, Singapore (NTU) stand in the QS ranking?",  12  ,rank
"What was the QS ranking of Nanyang Technological University, Singapore (NTU) for 2022?",  12  ,rank
"How did Nanyang Technological University, Singapore (NTU) fare in the QS rankings for 2022?",  12  ,rank
"What was Nanyang Technological University, Singapore (NTU)'s QS rank in 2022?",  12  ,rank
"In 2022, what position did Nanyang Technological University, Singapore (NTU) secure in the QS rankings?",  12  ,rank
"What was Nanyang Technological University, Singapore (NTU)'s standing in the QS rankings for 2022?",  12  ,rank
"In 2022, what was the QS ranking of Nanyang Technological University, Singapore (NTU)?",  12  ,rank
"Where did Nanyang Technological University, Singapore (NTU) place in the QS rankings for 2022?",  12  ,rank
"What QS ranking did Nanyang Technological University, Singapore (NTU) achieve in 2022?",  12  ,rank
"QS ranking of Nanyang Technological University, Singapore (NTU) in 2022?",  12  ,rank
"What position did Nanyang Technological University, Singapore (NTU) attain in the QS rankings for 2022?",  12  ,rank
"What was Nanyang Technological University, Singapore (NTU)'s QS rating for 2022?",  12  ,rank
"Give the specific QS rank of Nanyang Technological University, Singapore (NTU) in 2022",  12  ,rank
"what place did Nanyang Technological University, Singapore (NTU) achieved in 2022 QS ranking?",  12  ,rank
What was the position of University of Pennsylvania in the QS rankings for 2022?,  13  ,rank
"In 2022, where did University of Pennsylvania stand in the QS ranking?",  13  ,rank
What was the QS ranking of University of Pennsylvania for 2022?,  13  ,rank
How did University of Pennsylvania fare in the QS rankings for 2022?,  13  ,rank
What was University of Pennsylvania's QS rank in 2022?,  13  ,rank
"In 2022, what position did University of Pennsylvania secure in the QS rankings?",  13  ,rank
What was University of Pennsylvania's standing in the QS rankings for 2022?,  13  ,rank
"In 2022, what was the QS ranking of University of Pennsylvania?",  13  ,rank
Where did University of Pennsylvania place in the QS rankings for 2022?,  13  ,rank
What QS ranking did University of Pennsylvania achieve in 2022?,  13  ,rank
QS ranking of University of Pennsylvania in 2022?,  13  ,rank
What position did University of Pennsylvania attain in the QS rankings for 2022?,  13  ,rank
What was University of Pennsylvania's QS rating for 2022?,  13  ,rank
Give the specific QS rank of University of Pennsylvania in 2022,  13  ,rank
what place did University of Pennsylvania achieved in 2022 QS ranking?,  13  ,rank
What was the position of EPFL in the QS rankings for 2022?,  14,rank
"In 2022, where did EPFL stand in the QS ranking?",  14,rank
What was the QS ranking of EPFL for 2022?,  14,rank
How did EPFL fare in the QS rankings for 2022?,  14,rank
What was EPFL's QS rank in 2022?,  14,rank
"In 2022, what position did EPFL secure in the QS rankings?",  14,rank
What was EPFL's standing in the QS rankings for 2022?,  14,rank
"In 2022, what was the QS ranking of EPFL?",  14,rank
Where did EPFL place in the QS rankings for 2022?,  14,rank
What QS ranking did EPFL achieve in 2022?,  14,rank
QS ranking of EPFL in 2022?,  14,rank
What position did EPFL attain in the QS rankings for 2022?,  14,rank
What was EPFL's QS rating for 2022?,  14,rank
Give the specific QS rank of EPFL in 2022,  14,rank
what place did EPFL achieved in 2022 QS ranking?,  14,rank
What was the position of Yale University in the QS rankings for 2022?,  14,rank
"In 2022, where did Yale University stand in the QS ranking?",  14,rank
What was the QS ranking of Yale University for 2022?,  14,rank
How did Yale University fare in the QS rankings for 2022?,  14,rank
What was Yale University's QS rank in 2022?,  14,rank
"In 2022, what position did Yale University secure in the QS rankings?",  14,rank
What was Yale University's standing in the QS rankings for 2022?,  14,rank
"In 2022, what was the QS ranking of Yale University?",  14,rank
Where did Yale University place in the QS rankings for 2022?,  14,rank
What QS ranking did Yale University achieve in 2022?,  14,rank
QS ranking of Yale University in 2022?,  14,rank
What position did Yale University attain in the QS rankings for 2022?,  14,rank
What was Yale University's QS rating for 2022?,  14,rank
Give the specific QS rank of Yale University in 2022,  14,rank
what place did Yale University achieved in 2022 QS ranking?,  14,rank
What was the position of The University of Edinburgh in the QS rankings for 2022?,  16  ,rank
"In 2022, where did The University of Edinburgh stand in the QS ranking?",  16  ,rank
What was the QS ranking of The University of Edinburgh for 2022?,  16  ,rank
How did The University of Edinburgh fare in the QS rankings for 2022?,  16  ,rank
What was The University of Edinburgh's QS rank in 2022?,  16  ,rank
"In 2022, what position did The University of Edinburgh secure in the QS rankings?",  16  ,rank
What was The University of Edinburgh's standing in the QS rankings for 2022?,  16  ,rank
"In 2022, what was the QS ranking of The University of Edinburgh?",  16  ,rank
Where did The University of Edinburgh place in the QS rankings for 2022?,  16  ,rank
What QS ranking did The University of Edinburgh achieve in 2022?,  16  ,rank
QS ranking of The University of Edinburgh in 2022?,  16  ,rank
What position did The University of Edinburgh attain in the QS rankings for 2022?,  16  ,rank
What was The University of Edinburgh's QS rating for 2022?,  16  ,rank
Give the specific QS rank of The University of Edinburgh in 2022,  16  ,rank
what place did The University of Edinburgh achieved in 2022 QS ranking?,  16  ,rank
What was the position of Tsinghua University in the QS rankings for 2022?,  17  ,rank
"In 2022, where did Tsinghua University stand in the QS ranking?",  17  ,rank
What was the QS ranking of Tsinghua University for 2022?,  17  ,rank
How did Tsinghua University fare in the QS rankings for 2022?,  17  ,rank
What was Tsinghua University's QS rank in 2022?,  17  ,rank
"In 2022, what position did Tsinghua University secure in the QS rankings?",  17  ,rank
What was Tsinghua University's standing in the QS rankings for 2022?,  17  ,rank
"In 2022, what was the QS ranking of Tsinghua University?",  17  ,rank
Where did Tsinghua University place in the QS rankings for 2022?,  17  ,rank
What QS ranking did Tsinghua University achieve in 2022?,  17  ,rank
QS ranking of Tsinghua University in 2022?,  17  ,rank
What position did Tsinghua University attain in the QS rankings for 2022?,  17  ,rank
What was Tsinghua University's QS rating for 2022?,  17  ,rank
Give the specific QS rank of Tsinghua University in 2022,  17  ,rank
what place did Tsinghua University achieved in 2022 QS ranking?,  17  ,rank
What was the position of Peking University in the QS rankings for 2022?,  18  ,rank
"In 2022, where did Peking University stand in the QS ranking?",  18  ,rank
What was the QS ranking of Peking University for 2022?,  18  ,rank
How did Peking University fare in the QS rankings for 2022?,  18  ,rank
What was Peking University's QS rank in 2022?,  18  ,rank
"In 2022, what position did Peking University secure in the QS rankings?",  18  ,rank
What was Peking University's standing in the QS rankings for 2022?,  18  ,rank
"In 2022, what was the QS ranking of Peking University?",  18  ,rank
Where did Peking University place in the QS rankings for 2022?,  18  ,rank
What QS ranking did Peking University achieve in 2022?,  18  ,rank
QS ranking of Peking University in 2022?,  18  ,rank
What position did Peking University attain in the QS rankings for 2022?,  18  ,rank
What was Peking University's QS rating for 2022?,  18  ,rank
Give the specific QS rank of Peking University in 2022,  18  ,rank
what place did Peking University achieved in 2022 QS ranking?,  18  ,rank
What was the position of Columbia University in the QS rankings for 2022?,  19  ,rank
"In 2022, where did Columbia University stand in the QS ranking?",  19  ,rank
What was the QS ranking of Columbia University for 2022?,  19  ,rank
How did Columbia University fare in the QS rankings for 2022?,  19  ,rank
What was Columbia University's QS rank in 2022?,  19  ,rank
"In 2022, what position did Columbia University secure in the QS rankings?",  19  ,rank
What was Columbia University's standing in the QS rankings for 2022?,  19  ,rank
"In 2022, what was the QS ranking of Columbia University?",  19  ,rank
Where did Columbia University place in the QS rankings for 2022?,  19  ,rank
What QS ranking did Columbia University achieve in 2022?,  19  ,rank
QS ranking of Columbia University in 2022?,  19  ,rank
What position did Columbia University attain in the QS rankings for 2022?,  19  ,rank
What was Columbia University's QS rating for 2022?,  19  ,rank
Give the specific QS rank of Columbia University in 2022,  19  ,rank
what place did Columbia University achieved in 2022 QS ranking?,  19  ,rank
What was the position of Princeton University in the QS rankings for 2022?,  20  ,rank
"In 2022, where did Princeton University stand in the QS ranking?",  20  ,rank
What was the QS ranking of Princeton University for 2022?,  20  ,rank
How did Princeton University fare in the QS rankings for 2022?,  20  ,rank
What was Princeton University's QS rank in 2022?,  20  ,rank
"In 2022, what position did Princeton University secure in the QS rankings?",  20  ,rank
What was Princeton University's standing in the QS rankings for 2022?,  20  ,rank
"In 2022, what was the QS ranking of Princeton University?",  20  ,rank
Where did Princeton University place in the QS rankings for 2022?,  20  ,rank
What QS ranking did Princeton University achieve in 2022?,  20  ,rank
QS ranking of Princeton University in 2022?,  20  ,rank
What position did Princeton University attain in the QS rankings for 2022?,  20  ,rank
What was Princeton University's QS rating for 2022?,  20  ,rank
Give the specific QS rank of Princeton University in 2022,  20  ,rank
what place did Princeton University achieved in 2022 QS ranking?,  20  ,rank
What was the position of Cornell University in the QS rankings for 2022?,  21  ,rank
"In 2022, where did Cornell University stand in the QS ranking?",  21  ,rank
What was the QS ranking of Cornell University for 2022?,  21  ,rank
How did Cornell University fare in the QS rankings for 2022?,  21  ,rank
What was Cornell University's QS rank in 2022?,  21  ,rank
"In 2022, what position did Cornell University secure in the QS rankings?",  21  ,rank
What was Cornell University's standing in the QS rankings for 2022?,  21  ,rank
"In 2022, what was the QS ranking of Cornell University?",  21  ,rank
Where did Cornell University place in the QS rankings for 2022?,  21  ,rank
What QS ranking did Cornell University achieve in 2022?,  21  ,rank
QS ranking of Cornell University in 2022?,  21  ,rank
What position did Cornell University attain in the QS rankings for 2022?,  21  ,rank
What was Cornell University's QS rating for 2022?,  21  ,rank
Give the specific QS rank of Cornell University in 2022,  21  ,rank
what place did Cornell University achieved in 2022 QS ranking?,  21  ,rank
What was the position of The University of Hong Kong in the QS rankings for 2022?,  22  ,rank
"In 2022, where did The University of Hong Kong stand in the QS ranking?",  22  ,rank
What was the QS ranking of The University of Hong Kong for 2022?,  22  ,rank
How did The University of Hong Kong fare in the QS rankings for 2022?,  22  ,rank
What was The University of Hong Kong's QS rank in 2022?,  22  ,rank
"In 2022, what position did The University of Hong Kong secure in the QS rankings?",  22  ,rank
What was The University of Hong Kong's standing in the QS rankings for 2022?,  22  ,rank
"In 2022, what was the QS ranking of The University of Hong Kong?",  22  ,rank
Where did The University of Hong Kong place in the QS rankings for 2022?,  22  ,rank
What QS ranking did The University of Hong Kong achieve in 2022?,  22  ,rank
QS ranking of The University of Hong Kong in 2022?,  22  ,rank
What position did The University of Hong Kong attain in the QS rankings for 2022?,  22  ,rank
What was The University of Hong Kong's QS rating for 2022?,  22  ,rank
Give the specific QS rank of The University of Hong Kong in 2022,  22  ,rank
what place did The University of Hong Kong achieved in 2022 QS ranking?,  22  ,rank
What was the position of The University of Tokyo in the QS rankings for 2022?,  23,rank
"In 2022, where did The University of Tokyo stand in the QS ranking?",  23,rank
What was the QS ranking of The University of Tokyo for 2022?,  23,rank
How did The University of Tokyo fare in the QS rankings for 2022?,  23,rank
What was The University of Tokyo's QS rank in 2022?,  23,rank
"In 2022, what position did The University of Tokyo secure in the QS rankings?",  23,rank
What was The University of Tokyo's standing in the QS rankings for 2022?,  23,rank
"In 2022, what was the QS ranking of The University of Tokyo?",  23,rank
Where did The University of Tokyo place in the QS rankings for 2022?,  23,rank
What QS ranking did The University of Tokyo achieve in 2022?,  23,rank
QS ranking of The University of Tokyo in 2022?,  23,rank
What position did The University of Tokyo attain in the QS rankings for 2022?,  23,rank
What was The University of Tokyo's QS rating for 2022?,  23,rank
Give the specific QS rank of The University of Tokyo in 2022,  23,rank
what place did The University of Tokyo achieved in 2022 QS ranking?,  23,rank
What was the position of University of Michigan-Ann Arbor in the QS rankings for 2022?,  23,rank
"In 2022, where did University of Michigan-Ann Arbor stand in the QS ranking?",  23,rank
What was the QS ranking of University of Michigan-Ann Arbor for 2022?,  23,rank
How did University of Michigan-Ann Arbor fare in the QS rankings for 2022?,  23,rank
What was University of Michigan-Ann Arbor's QS rank in 2022?,  23,rank
"In 2022, what position did University of Michigan-Ann Arbor secure in the QS rankings?",  23,rank
What was University of Michigan-Ann Arbor's standing in the QS rankings for 2022?,  23,rank
"In 2022, what was the QS ranking of University of Michigan-Ann Arbor?",  23,rank
Where did University of Michigan-Ann Arbor place in the QS rankings for 2022?,  23,rank
What QS ranking did University of Michigan-Ann Arbor achieve in 2022?,  23,rank
QS ranking of University of Michigan-Ann Arbor in 2022?,  23,rank
What position did University of Michigan-Ann Arbor attain in the QS rankings for 2022?,  23,rank
What was University of Michigan-Ann Arbor's QS rating for 2022?,  23,rank
Give the specific QS rank of University of Michigan-Ann Arbor in 2022,  23,rank
what place did University of Michigan-Ann Arbor achieved in 2022 QS ranking?,  23,rank
What was the position of Johns Hopkins University in the QS rankings for 2022?,  25  ,rank
"In 2022, where did Johns Hopkins University stand in the QS ranking?",  25  ,rank
What was the QS ranking of Johns Hopkins University for 2022?,  25  ,rank
How did Johns Hopkins University fare in the QS rankings for 2022?,  25  ,rank
What was Johns Hopkins University's QS rank in 2022?,  25  ,rank
"In 2022, what position did Johns Hopkins University secure in the QS rankings?",  25  ,rank
What was Johns Hopkins University's standing in the QS rankings for 2022?,  25  ,rank
"In 2022, what was the QS ranking of Johns Hopkins University?",  25  ,rank
Where did Johns Hopkins University place in the QS rankings for 2022?,  25  ,rank
What QS ranking did Johns Hopkins University achieve in 2022?,  25  ,rank
QS ranking of Johns Hopkins University in 2022?,  25  ,rank
What position did Johns Hopkins University attain in the QS rankings for 2022?,  25  ,rank
What was Johns Hopkins University's QS rating for 2022?,  25  ,rank
Give the specific QS rank of Johns Hopkins University in 2022,  25  ,rank
what place did Johns Hopkins University achieved in 2022 QS ranking?,  25  ,rank
What was the position of University of Toronto in the QS rankings for 2022?,  26  ,rank
"In 2022, where did University of Toronto stand in the QS ranking?",  26  ,rank
What was the QS ranking of University of Toronto for 2022?,  26  ,rank
How did University of Toronto fare in the QS rankings for 2022?,  26  ,rank
What was University of Toronto's QS rank in 2022?,  26  ,rank
"In 2022, what position did University of Toronto secure in the QS rankings?",  26  ,rank
What was University of Toronto's standing in the QS rankings for 2022?,  26  ,rank
"In 2022, what was the QS ranking of University of Toronto?",  26  ,rank
Where did University of Toronto place in the QS rankings for 2022?,  26  ,rank
What QS ranking did University of Toronto achieve in 2022?,  26  ,rank
QS ranking of University of Toronto in 2022?,  26  ,rank
What position did University of Toronto attain in the QS rankings for 2022?,  26  ,rank
What was University of Toronto's QS rating for 2022?,  26  ,rank
Give the specific QS rank of University of Toronto in 2022,  26  ,rank
what place did University of Toronto achieved in 2022 QS ranking?,  26  ,rank
What was the position of McGill University in the QS rankings for 2022?,  27,rank
"In 2022, where did McGill University stand in the QS ranking?",  27,rank
What was the QS ranking of McGill University for 2022?,  27,rank
How did McGill University fare in the QS rankings for 2022?,  27,rank
What was McGill University's QS rank in 2022?,  27,rank
"In 2022, what position did McGill University secure in the QS rankings?",  27,rank
What was McGill University's standing in the QS rankings for 2022?,  27,rank
"In 2022, what was the QS ranking of McGill University?",  27,rank
Where did McGill University place in the QS rankings for 2022?,  27,rank
What QS ranking did McGill University achieve in 2022?,  27,rank
QS ranking of McGill University in 2022?,  27,rank
What position did McGill University attain in the QS rankings for 2022?,  27,rank
What was McGill University's QS rating for 2022?,  27,rank
Give the specific QS rank of McGill University in 2022,  27,rank
what place did McGill University achieved in 2022 QS ranking?,  27,rank
What was the position of The Australian National University in the QS rankings for 2022?,  27,rank
"In 2022, where did The Australian National University stand in the QS ranking?",  27,rank
What was the QS ranking of The Australian National University for 2022?,  27,rank
How did The Australian National University fare in the QS rankings for 2022?,  27,rank
What was The Australian National University's QS rank in 2022?,  27,rank
"In 2022, what position did The Australian National University secure in the QS rankings?",  27,rank
What was The Australian National University's standing in the QS rankings for 2022?,  27,rank
"In 2022, what was the QS ranking of The Australian National University?",  27,rank
Where did The Australian National University place in the QS rankings for 2022?,  27,rank
What QS ranking did The Australian National University achieve in 2022?,  27,rank
QS ranking of The Australian National University in 2022?,  27,rank
What position did The Australian National University attain in the QS rankings for 2022?,  27,rank
What was The Australian National University's QS rating for 2022?,  27,rank
Give the specific QS rank of The Australian National University in 2022,  27,rank
what place did The Australian National University achieved in 2022 QS ranking?,  27,rank
What was the position of The University of Manchester in the QS rankings for 2022?,  27,rank
"In 2022, where did The University of Manchester stand in the QS ranking?",  27,rank
What was the QS ranking of The University of Manchester for 2022?,  27,rank
How did The University of Manchester fare in the QS rankings for 2022?,  27,rank
What was The University of Manchester's QS rank in 2022?,  27,rank
"In 2022, what position did The University of Manchester secure in the QS rankings?",  27,rank
What was The University of Manchester's standing in the QS rankings for 2022?,  27,rank
"In 2022, what was the QS ranking of The University of Manchester?",  27,rank
Where did The University of Manchester place in the QS rankings for 2022?,  27,rank
What QS ranking did The University of Manchester achieve in 2022?,  27,rank
QS ranking of The University of Manchester in 2022?,  27,rank
What position did The University of Manchester attain in the QS rankings for 2022?,  27,rank
What was The University of Manchester's QS rating for 2022?,  27,rank
Give the specific QS rank of The University of Manchester in 2022,  27,rank
what place did The University of Manchester achieved in 2022 QS ranking?,  27,rank
What was the position of Northwestern University in the QS rankings for 2022?,  30  ,rank
"In 2022, where did Northwestern University stand in the QS ranking?",  30  ,rank
What was the QS ranking of Northwestern University for 2022?,  30  ,rank
